image_class,image_paths
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\19190_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\1437_BH_5.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\6702_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\8331_БОпритертый.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\5098_53БОвверх.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\16592_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\3789_42БО.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\7101_53БО.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\2256_53БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\188_42БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\6067_BH_4.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\1433_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\8392_BH_4.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\6007_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\5353_BH_3.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\5610_BH_4.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\3264_BH_4.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\10228_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\6905_BH_5.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\4744_53БОвверх.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\6362_BH_5.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\17769_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\946_42Торец.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\3205_42Торец.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\18789_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\16344_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\18670_BH.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\9811_53БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\11790_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\4096_БОпритертый.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\7198_БОпритертый.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\1600_42БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\3651_БОпритертый.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\9149_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\3736_BH_5.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\1349_BH_3.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\5777_БОпритертый.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\3993_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\6235_БОпритертый.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\748_53БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\1678_БОпритертый.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\5983_BH_5.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\5772_BH_5.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\4312_53БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\5893_42Торец.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\8059_BH_3.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\8301_BH_5.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\5817_BH_3.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\8939_53БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\2684_BH_3.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\9590_42БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\3832_42Торец.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\3231_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\8296_БОпритертый.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\4693_53БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\16406_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\9194_BH_4.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\17779_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\1687_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\2206_BH_4.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\1546_53БОвверх.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\9231_BH_4.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\8293_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\220_БОпритертый.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\7868_53БО.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\5310_53БО.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\6189_53БОвверх.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\1341_42Торец.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\9428_BH.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\1945_53БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\3621_BH_4.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\7_42БО.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\2263_53БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\3507_БОпритертый.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\3444_BH_5.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\6438_42БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\9116_BH_3.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\4413_53БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\9759_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\6680_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\14890_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\9501_БОпритертый.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\3502_42Торец.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\7456_53БОвверх.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\442_42Торец.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\193_42Торец.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\6094_53БОвверх.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\8875_BH_4.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\2198_53БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\4001_42Торец.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\8317_42БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\4406_БОпритертый.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\2552_БОпритертый.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\37_БОпритертый.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\5833_53БОвверх.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\4274_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\7020_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\2523_БОпритертый.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\4410_53БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\3807_БОпритертый.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\3010_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\8890_БОпритертый.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\16595_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\17916_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\3352_42БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\8836_БОпритертый.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\8911_53БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\2759_БОпритертый.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\6634_53БОвверх.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\5293_53БОвверх.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\991_53БОвверх.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\2449_53БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\13372_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\19199_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\2963_BH_4.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\16726_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\782_Compare.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\14243_BH.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\6896_53БОвверх.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\3353_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\3969_42БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\6357_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\4584_BH_5.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\14093_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\1180_42Торец.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\163_Compare.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\5622_БОпритертый.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\4877_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\141_42Торец.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\566_BH_3.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\12671_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\3233_БОпритертый.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\8984_42БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\17095_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\3_42БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\7319_42БО.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\4602_53БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\18389_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\7130_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\7720_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\992_Compare.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\7709_BH_4.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\7970_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\5627_42Торец.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\10782_BH.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\5103_53БОвверх.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\6063_БОпритертый.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\583_BH_3.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\3317_BH_3.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\15975_BH.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\7888_53БОвверх.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\5711_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\18385_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\6705_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\7868_БОпритертый.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\4973_42БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\4272_БОпритертый.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\3435_53БОвверх.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\10947_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\19324_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\11758_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\10017_BH_5.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\13350_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\260_42БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\7984_42БО.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\2981_53БОвверх.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\6560_42БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\2393_42БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\1977_БОпритертый.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\1863_53БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\4238_42БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\6397_БОпритертый.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\863_BH_4.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\7199_42БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\13719_BH.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\5707_53БОвверх.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\6446_БОпритертый.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\3767_53БОвверх.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\5930_42БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\9926_BH_4.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\17457_BH.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\6616_53БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\3000_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\14461_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\9801_42БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\448_42БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\3246_BH_5.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\6818_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\5524_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\9242_42БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\10334_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\9197_42БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\1426_BH_4.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\7852_53БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\13933_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\15349_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\8226_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\1231_42БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\17717_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\8407_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\1987_BH_5.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\4034_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\2486_BH_3.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\7662_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\3356_БОпритертый.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\4386_BH_5.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\2534_БОпритертый.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\6107_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\412_BH_5.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\8282_BH_3.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\18798_BH.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\508_53БОвверх.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\3769_BH_4.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\15465_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\7971_42БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\2170_BH_4.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\3648_42Торец.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\5318_BH.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\1909_53БОвверх.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\630_53БОвверх.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\1768_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\5364_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\663_Compare.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\2340_53БОвверх.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\3097_53БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\6230_42БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\4038_БОпритертый.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\4444_53БОвверх.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\11970_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\9348_BH_3.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\14053_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\12322_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\3729_42БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\7724_BH_4.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\5898_BH_5.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\4918_53БОвверх.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\17187_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\3397_42БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\8646_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\5172_БОпритертый.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\2520_53БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\2078_BH.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\2764_53БО.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\5554_53БОвверх.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\2177_53БОвверх.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\4374_БОпритертый.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\87_BH_5.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\3282_БОпритертый.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\7053_БОпритертый.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\4655_42Торец.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\1287_42БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\5162_BH_5.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\379_53БО.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\848_53БОвверх.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\12240_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\982_БОпритертый.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\5338_53БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\806_BH_3.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\659_BH_4.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\6388_БОпритертый.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\9576_53БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\14283_BH.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\6072_53БОвверх.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\2954_42Торец.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\1527_42Торец.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\2584_53БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\18689_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\9276_BH_5.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\3827_42Торец.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\685_42Торец.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\9888_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\6678_42БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\7571_BH_3.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\9487_БОпритертый.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\8119_53БО.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\1927_53БО.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\5107_53БО.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\1396_53БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\7778_42БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\2473_BH_5.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\2901_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\5302_42Торец.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\10599_BH.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\7118_53БОвверх.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\7741_53БО.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\9_53БОвверх.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\783_Compare.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\6270_БОпритертый.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\522_53БОвверх.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\3059_53БОвверх.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\5672_BH_4.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\2480_53БОвверх.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\2670_BH.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\451_Compare.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\4397_BH.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\7232_53БОвверх.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\6883_42БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\3939_42БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\1504_42Торец.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\1206_42БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\3311_BH.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\294_Compare.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\2845_53БОвверх.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\625_Compare.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\4968_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\937_42Торец.tiff
